original_index,original_value,injected_value,snr_db,injection_type,timestamp,noise_added
44877,-5.46875,-5.46875,18,Level_I,2025-10-22T15:35:50.958884,0.0
44920,0.0,0.0,8,Level_II,2025-10-22T15:35:50.958899,0.0
44988,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.958915,0.0
45024,-5.46875,-5.46875,18,Level_I,2025-10-22T15:35:50.958930,0.0
45034,-5.46875,-5.46875,8,Level_II,2025-10-22T15:35:50.958945,0.0
45055,-5.46875,-5.46875,0,Level_III,2025-10-22T15:35:50.958961,0.0
45202,-5.46875,-5.46875,18,Level_I,2025-10-22T15:35:50.958976,0.0
45223,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.958991,0.0
45338,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.959007,0.0
45375,-5.46875,-5.46875,18,Level_I,2025-10-22T15:35:50.959022,0.0
45411,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.959037,0.0
45432,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.959053,0.0
45457,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959068,0.0
45524,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.959084,0.0
45556,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.959099,0.0
45738,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.959114,0.0
45936,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.959130,0.0
45956,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.959145,0.0
46068,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.959160,0.0
46203,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959176,0.0
46247,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.959191,0.0
46293,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.959207,0.0
46447,0.0,0.0,8,Level_II,2025-10-22T15:35:50.959222,0.0
46456,0.0,0.0,0,Level_III,2025-10-22T15:35:50.959237,0.0
46475,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.959252,0.0
46557,0.0,0.0,8,Level_II,2025-10-22T15:35:50.959268,0.0
46558,0.0,0.0,0,Level_III,2025-10-22T15:35:50.959283,0.0
46608,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959299,0.0
46727,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959314,0.0
46750,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959329,0.0
46822,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959345,0.0
46834,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.959360,0.0
46873,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959376,0.0
46928,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.959391,0.0
47050,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959406,0.0
47196,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.959422,0.0
47235,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959437,0.0
47240,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959453,0.0
47426,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.959468,0.0
47473,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.959483,0.0
47725,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.959499,0.0
47732,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.959514,0.0
47733,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.959530,0.0
47880,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959545,0.0
47884,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.959560,0.0
47920,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.959576,0.0
48069,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959592,0.0
48106,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959607,0.0
48149,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959623,0.0
48210,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959639,0.0
48252,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.959654,0.0
48262,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959670,0.0
48303,2.34375,2.34375,8,Level_II,2025-10-22T15:35:50.959685,0.0
48345,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959701,0.0
48382,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959716,0.0
48451,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959732,0.0
48549,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959747,0.0
48557,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959763,0.0
48638,2.34375,2.34375,8,Level_II,2025-10-22T15:35:50.959778,0.0
48682,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.959794,0.0
48724,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.959809,0.0
48923,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.959824,0.0
48934,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.959840,0.0
49120,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.959855,0.0
49149,0.0,0.0,8,Level_II,2025-10-22T15:35:50.959871,0.0
49204,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.959886,0.0
49253,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.959902,0.0
49292,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.959917,0.0
49344,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.959932,0.0
49378,0.0,0.0,18,Level_I,2025-10-22T15:35:50.959947,0.0
49391,0.0,0.0,8,Level_II,2025-10-22T15:35:50.959963,0.0
49425,0.0,0.0,0,Level_III,2025-10-22T15:35:50.959978,0.0
49432,0.0,0.0,18,Level_I,2025-10-22T15:35:50.959994,0.0
49457,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960010,0.0
49490,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.960025,0.0
49588,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960041,0.0
49636,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.960057,0.0
49813,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960072,0.0
49836,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.960097,0.0
49899,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960118,0.0
49917,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.960135,0.0
50083,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.960151,0.0
50178,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960167,0.0
50223,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960182,0.0
50229,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960198,0.0
50233,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960213,0.0
50289,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960229,0.0
50362,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.960244,0.0
50367,2.34375,2.34375,8,Level_II,2025-10-22T15:35:50.960260,0.0
50417,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960276,0.0
50441,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.960291,0.0
50454,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.960307,0.0
50615,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960322,0.0
50628,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960338,0.0
50676,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960353,0.0
50753,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960369,0.0
50894,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.960385,0.0
50895,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.960400,0.0
51171,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960416,0.0
51203,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960431,0.0
51383,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.960447,0.0
51538,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.960462,0.0
51562,3.125,3.125,18,Level_I,2025-10-22T15:35:50.960478,0.0
51881,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960494,0.0
51889,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.960510,0.0
51930,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.960525,0.0
51967,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960541,0.0
52180,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960557,0.0
52183,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960779,0.0
52215,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960795,0.0
52301,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960811,0.0
52305,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960827,0.0
52350,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960843,0.0
52366,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.960858,0.0
52377,0.0,0.0,18,Level_I,2025-10-22T15:35:50.960874,0.0
52398,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.960889,0.0
52473,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.960905,0.0
52513,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.960921,0.0
52585,3.125,3.125,8,Level_II,2025-10-22T15:35:50.960936,0.0
52722,0.0,0.0,0,Level_III,2025-10-22T15:35:50.960951,0.0
52790,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.960967,0.0
52907,0.0,0.0,8,Level_II,2025-10-22T15:35:50.960982,0.0
52968,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.960998,0.0
53038,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.961014,0.0
53062,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961029,0.0
53125,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.961044,0.0
53264,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961060,0.0
53324,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.961075,0.0
53419,3.125,3.125,0,Level_III,2025-10-22T15:35:50.961091,0.0
53428,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961106,0.0
53647,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961122,0.0
53654,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.961137,0.0
53661,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.961152,0.0
53663,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.961168,0.0
53684,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961183,0.0
53849,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961199,0.0
53897,3.125,3.125,8,Level_II,2025-10-22T15:35:50.961214,0.0
54121,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961230,0.0
54289,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961246,0.0
54326,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961261,0.0
54329,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961276,0.0
54395,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.961292,0.0
54406,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961307,0.0
54516,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961323,0.0
54664,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.961338,0.0
54697,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961354,0.0
54709,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961369,0.0
55011,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961385,0.0
55013,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961400,0.0
55015,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961415,0.0
55040,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961431,0.0
55043,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961446,0.0
55137,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.961462,0.0
55217,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961477,0.0
55428,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.961492,0.0
55450,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961508,0.0
55467,3.90625,3.90625,18,Level_I,2025-10-22T15:35:50.961523,0.0
55523,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961539,0.0
55692,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961554,0.0
55757,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.961570,0.0
55775,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961585,0.0
55785,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961600,0.0
55869,3.90625,3.90625,18,Level_I,2025-10-22T15:35:50.961616,0.0
55903,3.90625,3.90625,8,Level_II,2025-10-22T15:35:50.961631,0.0
55985,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961647,0.0
56014,3.90625,3.90625,18,Level_I,2025-10-22T15:35:50.961662,0.0
56031,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.961678,0.0
56048,3.90625,3.90625,0,Level_III,2025-10-22T15:35:50.961693,0.0
56080,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961708,0.0
56108,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.961723,0.0
56263,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961739,0.0
56291,2.34375,2.34375,18,Level_I,2025-10-22T15:35:50.961754,0.0
56399,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961769,0.0
56440,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961785,0.0
56484,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961800,0.0
56510,2.34375,2.34375,8,Level_II,2025-10-22T15:35:50.961815,0.0
56589,0.0,0.0,0,Level_III,2025-10-22T15:35:50.961831,0.0
56813,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961846,0.0
56966,3.125,3.125,8,Level_II,2025-10-22T15:35:50.961862,0.0
56988,3.90625,3.90625,0,Level_III,2025-10-22T15:35:50.961878,0.0
57087,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961894,0.0
57122,-2.34375,-2.34375,8,Level_II,2025-10-22T15:35:50.961909,0.0
57201,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.961924,0.0
57342,0.0,0.0,18,Level_I,2025-10-22T15:35:50.961940,0.0
57369,0.0,0.0,8,Level_II,2025-10-22T15:35:50.961955,0.0
57371,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.961970,0.0
57447,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.961986,0.0
57482,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.962002,0.0
57519,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.962017,0.0
57532,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.962032,0.0
57639,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.962048,0.0
57696,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.962063,0.0
57839,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.962078,0.0
57861,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.962094,0.0
58041,2.34375,2.34375,0,Level_III,2025-10-22T15:35:50.962109,0.0
58167,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.962125,0.0
58177,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.962141,0.0
58213,-5.46875,-5.46875,0,Level_III,2025-10-22T15:35:50.962156,0.0
58368,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962172,0.0
58593,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.962187,0.0
58699,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.962203,0.0
58711,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962218,0.0
58822,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.962233,0.0
58950,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.962249,0.0
58952,-4.6875,-4.6875,18,Level_I,2025-10-22T15:35:50.962264,0.0
59030,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962279,0.0
59038,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.962295,0.0
59086,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962310,0.0
59122,-2.34375,-2.34375,8,Level_II,2025-10-22T15:35:50.962326,0.0
59224,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.962341,0.0
59290,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962356,0.0
59436,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.962372,0.0
59536,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.962387,0.0
59553,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962403,0.0
59573,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.962418,0.0
59622,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.962434,0.0
59639,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962449,0.0
59808,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.962464,0.0
59875,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.962480,0.0
59951,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.962495,0.0
60206,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.962510,0.0
60219,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962526,0.0
60229,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962541,0.0
60242,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.962557,0.0
60251,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.962572,0.0
60369,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.962587,0.0
60548,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.962602,0.0
60662,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.962618,0.0
60671,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.962633,0.0
60742,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.962648,0.0
60798,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.962664,0.0
60966,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962679,0.0
61032,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962695,0.0
61069,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962710,0.0
61091,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962725,0.0
61124,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.962741,0.0
61244,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962757,0.0
61284,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962773,0.0
61383,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962789,0.0
61495,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962805,0.0
61670,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962820,0.0
61707,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962836,0.0
61743,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962851,0.0
61815,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.962866,0.0
61907,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.962882,0.0
61912,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.962897,0.0
61932,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.962913,0.0
62073,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962928,0.0
62180,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.962943,0.0
62329,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.962959,0.0
62345,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.962974,0.0
62353,0.78125,0.78125,0,Level_III,2025-10-22T15:35:50.962989,0.0
62365,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.963005,0.0
62459,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.963020,0.0
62560,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.963035,0.0
62587,0.0,0.0,18,Level_I,2025-10-22T15:35:50.963051,0.0
62616,2.34375,2.34375,8,Level_II,2025-10-22T15:35:50.963066,0.0
62914,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.963082,0.0
62923,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.963097,0.0
62977,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.963112,0.0
63013,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.963128,0.0
63022,-0.78125,-0.78125,18,Level_I,2025-10-22T15:35:50.963143,0.0
63174,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.963159,0.0
63192,-0.78125,-0.78125,0,Level_III,2025-10-22T15:35:50.963174,0.0
63260,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.963189,0.0
63286,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.963205,0.0
63320,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.963220,0.0
63436,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.963235,0.0
63531,-4.6875,-4.6875,8,Level_II,2025-10-22T15:35:50.963251,0.0
63563,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.963266,0.0
63565,-4.6875,-4.6875,18,Level_I,2025-10-22T15:35:50.963281,0.0
63583,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.963297,0.0
63585,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.963312,0.0
63599,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963328,0.0
63744,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963343,0.0
63835,-4.6875,-4.6875,0,Level_III,2025-10-22T15:35:50.963358,0.0
63848,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963374,0.0
64062,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963389,0.0
64069,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.963404,0.0
64079,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963420,0.0
64143,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963435,0.0
64192,-4.6875,-4.6875,0,Level_III,2025-10-22T15:35:50.963454,0.0
64194,-4.6875,-4.6875,18,Level_I,2025-10-22T15:35:50.963484,0.0
64199,-2.34375,-2.34375,8,Level_II,2025-10-22T15:35:50.963504,0.0
64202,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.963520,0.0
64348,0.0,0.0,18,Level_I,2025-10-22T15:35:50.963536,0.0
64349,0.0,0.0,8,Level_II,2025-10-22T15:35:50.963552,0.0
64377,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.963568,0.0
64383,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963584,0.0
64492,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963599,0.0
64632,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.963615,0.0
64651,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963630,0.0
64698,0.0,0.0,8,Level_II,2025-10-22T15:35:50.963646,0.0
64823,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.963662,0.0
64851,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.963677,0.0
64875,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.963693,0.0
64885,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.963708,0.0
64896,-3.125,-3.125,18,Level_I,2025-10-22T15:35:50.963724,0.0
64950,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963739,0.0
64951,-3.125,-3.125,0,Level_III,2025-10-22T15:35:50.963754,0.0
64995,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.963770,0.0
65007,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.963785,0.0
65010,0.0,0.0,0,Level_III,2025-10-22T15:35:50.963801,0.0
65014,0.78125,0.78125,18,Level_I,2025-10-22T15:35:50.963816,0.0
65027,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.963831,0.0
65042,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.963847,0.0
65172,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.963862,0.0
65291,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.963877,0.0
65338,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.963893,0.0
65362,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.963908,0.0
65416,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.963924,0.0
65583,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.963939,0.0
65591,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.963954,0.0
65615,0.78125,0.78125,8,Level_II,2025-10-22T15:35:50.963969,0.0
65808,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.963985,0.0
65848,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.964000,0.0
65861,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.964015,0.0
65869,1.5625,1.5625,0,Level_III,2025-10-22T15:35:50.964030,0.0
65878,-2.34375,-2.34375,18,Level_I,2025-10-22T15:35:50.964046,0.0
65882,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.964061,0.0
65925,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.964076,0.0
65934,0.0,0.0,18,Level_I,2025-10-22T15:35:50.964092,0.0
65988,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.964107,0.0
66046,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.964122,0.0
66076,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.964138,0.0
66089,1.5625,1.5625,8,Level_II,2025-10-22T15:35:50.964153,0.0
66233,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.964168,0.0
66371,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.964184,0.0
66416,-0.78125,-0.78125,8,Level_II,2025-10-22T15:35:50.964199,0.0
66459,-2.34375,-2.34375,0,Level_III,2025-10-22T15:35:50.964214,0.0
66475,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.964230,0.0
66546,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.964245,0.0
66623,0.0,0.0,0,Level_III,2025-10-22T15:35:50.964261,0.0
66721,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.964276,0.0
66726,-3.125,-3.125,8,Level_II,2025-10-22T15:35:50.964297,0.0
66728,-3.90625,-3.90625,0,Level_III,2025-10-22T15:35:50.964312,0.0
66770,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.964328,0.0
66801,-1.5625,-1.5625,8,Level_II,2025-10-22T15:35:50.964343,0.0
66886,0.0,0.0,0,Level_III,2025-10-22T15:35:50.964359,0.0
67043,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.964375,0.0
67080,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.964397,0.0
67090,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.964413,0.0
67095,-1.5625,-1.5625,18,Level_I,2025-10-22T15:35:50.964428,0.0
67178,-3.90625,-3.90625,8,Level_II,2025-10-22T15:35:50.964444,0.0
67235,-1.5625,-1.5625,0,Level_III,2025-10-22T15:35:50.964459,0.0
67455,1.5625,1.5625,18,Level_I,2025-10-22T15:35:50.964475,0.0
