ECT,RPM,label,split,original_index
-5.46875,36.0,anomaly,test,168540
-0.78125,36.0,anomaly,test,168541
-0.78125,42.0,anomaly,test,168542
-0.78125,42.0,anomaly,test,168543
-0.78125,42.0,anomaly,test,168544
3.125,45.0,anomaly,test,168545
3.125,45.0,anomaly,test,168546
3.125,45.0,anomaly,test,168547
3.125,45.0,anomaly,test,168548
3.125,45.0,anomaly,test,168549
3.125,45.0,anomaly,test,168550
3.125,45.0,anomaly,test,168551
2.34375,45.0,anomaly,test,168552
2.34375,44.0,anomaly,test,168553
2.34375,44.0,anomaly,test,168554
2.34375,44.0,anomaly,test,168555
2.34375,45.0,anomaly,test,168556
2.34375,45.0,anomaly,test,168557
2.34375,45.0,anomaly,test,168558
2.34375,45.0,anomaly,test,168559
-0.78125,45.0,anomaly,test,168560
-0.78125,45.0,anomaly,test,168561
-0.78125,45.0,anomaly,test,168562
3.125,45.0,anomaly,test,168563
3.125,43.0,anomaly,test,168564
3.125,43.0,anomaly,test,168565
3.125,43.0,anomaly,test,168566
2.34375,40.0,anomaly,test,168567
2.34375,40.0,anomaly,test,168568
2.34375,40.0,anomaly,test,168569
2.34375,40.0,anomaly,test,168570
0.0,38.0,anomaly,test,168571
0.0,38.0,anomaly,test,168572
0.0,38.0,anomaly,test,168573
-0.78125,38.0,anomaly,test,168574
-0.78125,40.0,anomaly,test,168575
-0.78125,40.0,anomaly,test,168576
-0.78125,40.0,anomaly,test,168577
1.5625,44.0,anomaly,test,168578
1.5625,44.0,anomaly,test,168579
1.5625,44.0,anomaly,test,168580
1.5625,44.0,anomaly,test,168581
-0.78125,44.0,anomaly,test,168582
-0.78125,44.0,anomaly,test,168583
-0.78125,44.0,anomaly,test,168584
-0.78125,44.0,anomaly,test,168585
-0.78125,43.0,anomaly,test,168586
-0.78125,43.0,anomaly,test,168587
-0.78125,43.0,anomaly,test,168588
-0.78125,42.0,anomaly,test,168589
-0.78125,42.0,anomaly,test,168590
-0.78125,42.0,anomaly,test,168591
-0.78125,42.0,anomaly,test,168592
-0.78125,40.0,anomaly,test,168593
-0.78125,40.0,anomaly,test,168594
-0.78125,40.0,anomaly,test,168595
-0.78125,40.0,anomaly,test,168596
-0.78125,37.0,anomaly,test,168597
-0.78125,37.0,anomaly,test,168598
-0.78125,37.0,anomaly,test,168599
-0.78125,35.0,anomaly,test,168600
-0.78125,35.0,anomaly,test,168601
-0.78125,35.0,anomaly,test,168602
-0.78125,35.0,anomaly,test,168603
-5.46875,33.0,anomaly,test,168604
-5.46875,33.0,anomaly,test,168605
-5.46875,33.0,anomaly,test,168606
-0.78125,33.0,anomaly,test,168607
-0.78125,34.0,anomaly,test,168608
-0.78125,34.0,anomaly,test,168609
-0.78125,34.0,anomaly,test,168610
2.34375,31.0,anomaly,test,168611
2.34375,31.0,anomaly,test,168612
2.34375,31.0,anomaly,test,168613
2.34375,31.0,anomaly,test,168614
1.5625,29.0,anomaly,test,168615
1.5625,29.0,anomaly,test,168616
1.5625,29.0,anomaly,test,168617
-0.78125,29.0,anomaly,test,168618
-0.78125,26.0,anomaly,test,168619
-0.78125,26.0,anomaly,test,168620
-0.78125,26.0,anomaly,test,168621
-2.34375,23.0,anomaly,test,168622
-2.34375,23.0,anomaly,test,168623
-2.34375,23.0,anomaly,test,168624
-2.34375,23.0,anomaly,test,168625
-1.5625,25.0,anomaly,test,168626
-1.5625,25.0,anomaly,test,168627
-1.5625,25.0,anomaly,test,168628
-1.5625,25.0,anomaly,test,168629
-0.78125,27.0,anomaly,test,168630
-0.78125,27.0,anomaly,test,168631
-0.78125,27.0,anomaly,test,168632
-0.78125,29.0,anomaly,test,168633
-0.78125,29.0,anomaly,test,168634
-0.78125,29.0,anomaly,test,168635
-0.78125,29.0,anomaly,test,168636
-2.34375,33.0,anomaly,test,168637
-2.34375,33.0,anomaly,test,168638
-2.34375,33.0,anomaly,test,168639
-2.34375,33.0,anomaly,test,168640
-0.78125,37.0,anomaly,test,168641
-0.78125,37.0,anomaly,test,168642
-0.78125,37.0,anomaly,test,168643
-0.78125,40.0,anomaly,test,168644
-0.78125,40.0,anomaly,test,168645
-0.78125,40.0,anomaly,test,168646
-0.78125,40.0,anomaly,test,168647
2.34375,38.0,anomaly,test,168648
2.34375,38.0,anomaly,test,168649
2.34375,38.0,anomaly,test,168650
2.34375,38.0,anomaly,test,168651
-0.78125,37.0,anomaly,test,168652
-0.78125,37.0,anomaly,test,168653
-0.78125,37.0,anomaly,test,168654
-0.78125,35.0,anomaly,test,168655
-0.78125,35.0,anomaly,test,168656
-0.78125,35.0,anomaly,test,168657
-0.78125,35.0,anomaly,test,168658
-0.78125,33.0,anomaly,test,168659
-0.78125,33.0,anomaly,test,168660
-0.78125,33.0,anomaly,test,168661
-0.78125,33.0,anomaly,test,168662
-0.78125,30.0,anomaly,test,168663
-0.78125,30.0,anomaly,test,168664
-0.78125,30.0,anomaly,test,168665
-0.78125,32.0,anomaly,test,168666
-0.78125,32.0,anomaly,test,168667
-0.78125,32.0,anomaly,test,168668
-0.78125,32.0,anomaly,test,168669
0.0,38.0,anomaly,test,168670
0.0,38.0,anomaly,test,168671
0.0,38.0,anomaly,test,168672
0.0,38.0,anomaly,test,168673
3.125,42.0,anomaly,test,168674
3.125,42.0,anomaly,test,168675
3.125,42.0,anomaly,test,168676
-0.78125,42.0,anomaly,test,168677
-0.78125,44.0,anomaly,test,168678
-0.78125,44.0,anomaly,test,168679
-0.78125,44.0,anomaly,test,168680
3.125,44.0,anomaly,test,168681
3.125,44.0,anomaly,test,168682
3.125,44.0,anomaly,test,168683
3.125,44.0,anomaly,test,168684
-0.78125,45.0,anomaly,test,168685
-0.78125,45.0,anomaly,test,168686
-0.78125,45.0,anomaly,test,168687
-0.78125,45.0,anomaly,test,168688
-0.78125,44.0,anomaly,test,168689
-0.78125,44.0,anomaly,test,168690
-0.78125,44.0,anomaly,test,168691
3.125,43.0,anomaly,test,168692
3.125,43.0,anomaly,test,168693
3.125,43.0,anomaly,test,168694
3.125,43.0,anomaly,test,168695
-0.78125,44.0,anomaly,test,168696
-0.78125,44.0,anomaly,test,168697
-0.78125,44.0,anomaly,test,168698
-0.78125,44.0,anomaly,test,168699
-0.78125,43.0,anomaly,test,168700
-0.78125,43.0,anomaly,test,168701
-0.78125,43.0,anomaly,test,168702
-0.78125,38.0,anomaly,test,168703
-0.78125,38.0,anomaly,test,168704
-0.78125,38.0,anomaly,test,168705
-0.78125,38.0,anomaly,test,168706
-0.78125,33.0,anomaly,test,168707
-0.78125,33.0,anomaly,test,168708
-0.78125,33.0,anomaly,test,168709
-0.78125,33.0,anomaly,test,168710
-0.78125,32.0,anomaly,test,168711
-0.78125,32.0,anomaly,test,168712
-0.78125,32.0,anomaly,test,168713
0.0,28.0,anomaly,test,168714
0.0,28.0,anomaly,test,168715
0.0,28.0,anomaly,test,168716
0.0,28.0,anomaly,test,168717
0.78125,30.0,anomaly,test,168718
0.78125,30.0,anomaly,test,168719
0.78125,30.0,anomaly,test,168720
-5.46875,30.0,anomaly,test,168721
-5.46875,31.0,anomaly,test,168722
-5.46875,31.0,anomaly,test,168723
-5.46875,31.0,anomaly,test,168724
-5.46875,35.0,anomaly,test,168725
-5.46875,35.0,anomaly,test,168726
-5.46875,35.0,anomaly,test,168727
-5.46875,35.0,anomaly,test,168728
-1.5625,37.0,anomaly,test,168729
-1.5625,37.0,anomaly,test,168730
-1.5625,37.0,anomaly,test,168731
1.5625,37.0,anomaly,test,168732
1.5625,40.0,anomaly,test,168733
1.5625,40.0,anomaly,test,168734
1.5625,40.0,anomaly,test,168735
2.34375,41.0,anomaly,test,168736
2.34375,41.0,anomaly,test,168737
2.34375,41.0,anomaly,test,168738
2.34375,41.0,anomaly,test,168739
2.34375,39.0,anomaly,test,168740
2.34375,39.0,anomaly,test,168741
2.34375,39.0,anomaly,test,168742
3.125,39.0,anomaly,test,168743
3.125,40.0,anomaly,test,168744
3.125,40.0,anomaly,test,168745
3.125,40.0,anomaly,test,168746
3.125,40.0,anomaly,test,168747
3.125,40.0,anomaly,test,168748
3.125,40.0,anomaly,test,168749
3.125,40.0,anomaly,test,168750
-0.78125,42.0,anomaly,test,168751
-0.78125,42.0,anomaly,test,168752
-0.78125,42.0,anomaly,test,168753
3.125,42.0,anomaly,test,168754
3.125,40.0,anomaly,test,168755
3.125,40.0,anomaly,test,168756
3.125,40.0,anomaly,test,168757
-0.78125,40.0,anomaly,test,168758
-0.78125,40.0,anomaly,test,168759
-0.78125,40.0,anomaly,test,168760
-0.78125,40.0,anomaly,test,168761
-0.78125,40.0,anomaly,test,168762
-0.78125,40.0,anomaly,test,168763
-0.78125,40.0,anomaly,test,168764
-0.78125,40.0,anomaly,test,168765
-0.78125,39.0,anomaly,test,168766
-0.78125,39.0,anomaly,test,168767
-0.78125,39.0,anomaly,test,168768
-0.78125,35.0,anomaly,test,168769
-0.78125,35.0,anomaly,test,168770
-0.78125,35.0,anomaly,test,168771
-0.78125,35.0,anomaly,test,168772
-0.78125,30.0,anomaly,test,168773
-0.78125,30.0,anomaly,test,168774
-0.78125,30.0,anomaly,test,168775
-0.78125,30.0,anomaly,test,168776
-0.78125,25.0,anomaly,test,168777
-0.78125,25.0,anomaly,test,168778
-0.78125,25.0,anomaly,test,168779
-0.78125,19.0,anomaly,test,168780
-0.78125,19.0,anomaly,test,168781
-0.78125,19.0,anomaly,test,168782
-0.78125,19.0,anomaly,test,168783
-0.78125,9.0,anomaly,test,168784
-0.78125,9.0,anomaly,test,168785
-0.78125,9.0,anomaly,test,168786
-0.78125,9.0,anomaly,test,168787
-0.78125,3.0,anomaly,test,168788
-0.78125,3.0,anomaly,test,168789
-0.78125,3.0,anomaly,test,168790
-0.78125,3.0,anomaly,test,168791
-0.78125,3.0,anomaly,test,168792
-0.78125,3.0,anomaly,test,168793
-0.78125,3.0,anomaly,test,168794
-0.78125,0.0,anomaly,test,168795
-0.78125,0.0,anomaly,test,168796
-0.78125,0.0,anomaly,test,168797
-0.78125,0.0,anomaly,test,168798
-0.78125,0.0,anomaly,test,168799
-0.78125,0.0,anomaly,test,168800
-0.78125,0.0,anomaly,test,168801
-0.78125,0.0,anomaly,test,168802
-0.78125,0.0,anomaly,test,168803
-0.78125,0.0,anomaly,test,168804
-0.78125,0.0,anomaly,test,168805
-0.78125,0.0,anomaly,test,168806
-0.78125,0.0,anomaly,test,168807
-0.78125,0.0,anomaly,test,168808
-0.78125,0.0,anomaly,test,168809
-0.78125,0.0,anomaly,test,168810
-0.78125,0.0,anomaly,test,168811
-0.78125,0.0,anomaly,test,168812
-0.78125,0.0,anomaly,test,168813
-0.78125,0.0,anomaly,test,168814
-0.78125,0.0,anomaly,test,168815
-0.78125,0.0,anomaly,test,168816
-0.78125,0.0,anomaly,test,168817
-0.78125,0.0,anomaly,test,168818
-0.78125,0.0,anomaly,test,168819
-0.78125,0.0,anomaly,test,168820
-0.78125,0.0,anomaly,test,168821
-0.78125,0.0,anomaly,test,168822
-0.78125,0.0,anomaly,test,168823
-0.78125,0.0,anomaly,test,168824
-0.78125,0.0,anomaly,test,168825
-0.78125,0.0,anomaly,test,168826
-0.78125,0.0,anomaly,test,168827
0.0,4.0,anomaly,test,168828
0.0,4.0,anomaly,test,168829
0.0,4.0,anomaly,test,168830
0.0,4.0,anomaly,test,168831
-0.78125,12.0,anomaly,test,168832
-0.78125,12.0,anomaly,test,168833
-0.78125,12.0,anomaly,test,168834
-2.34375,12.0,anomaly,test,168835
-2.34375,15.0,anomaly,test,168836
-2.34375,15.0,anomaly,test,168837
-2.34375,15.0,anomaly,test,168838
-0.78125,21.0,anomaly,test,168839
-0.78125,21.0,anomaly,test,168840
-0.78125,21.0,anomaly,test,168841
-0.78125,21.0,anomaly,test,168842
3.125,20.0,anomaly,test,168843
3.125,20.0,anomaly,test,168844
3.125,20.0,anomaly,test,168845
3.125,20.0,anomaly,test,168846
3.125,19.0,anomaly,test,168847
3.125,19.0,anomaly,test,168848
3.125,19.0,anomaly,test,168849
-0.78125,19.0,anomaly,test,168850
-0.78125,19.0,anomaly,test,168851
-0.78125,19.0,anomaly,test,168852
-0.78125,19.0,anomaly,test,168853
-0.78125,15.0,anomaly,test,168854
-0.78125,15.0,anomaly,test,168855
-0.78125,15.0,anomaly,test,168856
2.34375,15.0,anomaly,test,168857
2.34375,14.0,anomaly,test,168858
2.34375,14.0,anomaly,test,168859
2.34375,14.0,anomaly,test,168860
1.5625,15.0,anomaly,test,168861
1.5625,15.0,anomaly,test,168862
1.5625,15.0,anomaly,test,168863
1.5625,15.0,anomaly,test,168864
-0.78125,17.0,anomaly,test,168865
-0.78125,17.0,anomaly,test,168866
-0.78125,17.0,anomaly,test,168867
2.34375,17.0,anomaly,test,168868
2.34375,19.0,anomaly,test,168869
2.34375,19.0,anomaly,test,168870
2.34375,19.0,anomaly,test,168871
2.34375,19.0,anomaly,test,168872
2.34375,19.0,anomaly,test,168873
2.34375,19.0,anomaly,test,168874
2.34375,19.0,anomaly,test,168875
-0.78125,21.0,anomaly,test,168876
-0.78125,21.0,anomaly,test,168877
-0.78125,21.0,anomaly,test,168878
-0.78125,21.0,anomaly,test,168879
-0.78125,16.0,anomaly,test,168880
-0.78125,16.0,anomaly,test,168881
-0.78125,16.0,anomaly,test,168882
0.0,16.0,anomaly,test,168883
0.0,16.0,anomaly,test,168884
0.0,16.0,anomaly,test,168885
0.0,16.0,anomaly,test,168886
3.125,18.0,anomaly,test,168887
3.125,18.0,anomaly,test,168888
3.125,18.0,anomaly,test,168889
2.34375,18.0,anomaly,test,168890
2.34375,18.0,anomaly,test,168891
2.34375,18.0,anomaly,test,168892
2.34375,18.0,anomaly,test,168893
2.34375,19.0,anomaly,test,168894
2.34375,19.0,anomaly,test,168895
2.34375,19.0,anomaly,test,168896
2.34375,19.0,anomaly,test,168897
3.125,23.0,anomaly,test,168898
3.125,23.0,anomaly,test,168899
3.125,23.0,anomaly,test,168900
3.125,23.0,anomaly,test,168901
1.5625,23.0,anomaly,test,168902
1.5625,23.0,anomaly,test,168903
1.5625,23.0,anomaly,test,168904
-0.78125,23.0,anomaly,test,168905
-0.78125,23.0,anomaly,test,168906
-0.78125,23.0,anomaly,test,168907
-0.78125,23.0,anomaly,test,168908
-5.46875,22.0,anomaly,test,168909
-5.46875,22.0,anomaly,test,168910
-5.46875,22.0,anomaly,test,168911
-5.46875,22.0,anomaly,test,168912
-5.46875,31.0,anomaly,test,168913
-5.46875,31.0,anomaly,test,168914
-5.46875,31.0,anomaly,test,168915
-0.78125,40.0,anomaly,test,168916
-0.78125,40.0,anomaly,test,168917
-0.78125,40.0,anomaly,test,168918
-0.78125,40.0,anomaly,test,168919
-5.46875,41.0,anomaly,test,168920
-5.46875,41.0,anomaly,test,168921
-5.46875,41.0,anomaly,test,168922
-5.46875,41.0,anomaly,test,168923
1.5625,46.0,anomaly,test,168924
1.5625,46.0,anomaly,test,168925
1.5625,46.0,anomaly,test,168926
1.5625,48.0,anomaly,test,168927
1.5625,48.0,anomaly,test,168928
1.5625,48.0,anomaly,test,168929
1.5625,48.0,anomaly,test,168930
-0.78125,49.0,anomaly,test,168931
-0.78125,49.0,anomaly,test,168932
-0.78125,49.0,anomaly,test,168933
-0.78125,49.0,anomaly,test,168934
-0.78125,48.0,anomaly,test,168935
-0.78125,48.0,anomaly,test,168936
-0.78125,48.0,anomaly,test,168937
-0.78125,45.0,anomaly,test,168938
-0.78125,45.0,anomaly,test,168939
-0.78125,45.0,anomaly,test,168940
-0.78125,45.0,anomaly,test,168941
1.5625,42.0,anomaly,test,168942
1.5625,42.0,anomaly,test,168943
1.5625,42.0,anomaly,test,168944
1.5625,42.0,anomaly,test,168945
-0.78125,41.0,anomaly,test,168946
-0.78125,41.0,anomaly,test,168947
-0.78125,41.0,anomaly,test,168948
3.125,41.0,anomaly,test,168949
3.125,40.0,anomaly,test,168950
3.125,40.0,anomaly,test,168951
3.125,40.0,anomaly,test,168952
-0.78125,39.0,anomaly,test,168953
-0.78125,39.0,anomaly,test,168954
-0.78125,39.0,anomaly,test,168955
-0.78125,39.0,anomaly,test,168956
-5.46875,39.0,anomaly,test,168957
-5.46875,39.0,anomaly,test,168958
-5.46875,39.0,anomaly,test,168959
-4.6875,39.0,anomaly,test,168960
-4.6875,43.0,anomaly,test,168961
-4.6875,43.0,anomaly,test,168962
-4.6875,43.0,anomaly,test,168963
-0.78125,48.0,anomaly,test,168964
-0.78125,48.0,anomaly,test,168965
-0.78125,48.0,anomaly,test,168966
-0.78125,48.0,anomaly,test,168967
-0.78125,50.0,anomaly,test,168968
-0.78125,50.0,anomaly,test,168969
-0.78125,50.0,anomaly,test,168970
3.125,50.0,anomaly,test,168971
3.125,50.0,anomaly,test,168972
3.125,50.0,anomaly,test,168973
3.125,50.0,anomaly,test,168974
3.125,50.0,anomaly,test,168975
3.125,50.0,anomaly,test,168976
3.125,50.0,anomaly,test,168977
3.125,50.0,anomaly,test,168978
2.34375,52.0,anomaly,test,168979
2.34375,52.0,anomaly,test,168980
2.34375,52.0,anomaly,test,168981
2.34375,52.0,anomaly,test,168982
2.34375,53.0,anomaly,test,168983
2.34375,53.0,anomaly,test,168984
2.34375,53.0,anomaly,test,168985
2.34375,52.0,anomaly,test,168986
2.34375,52.0,anomaly,test,168987
2.34375,52.0,anomaly,test,168988
2.34375,52.0,anomaly,test,168989
2.34375,54.0,anomaly,test,168990
2.34375,54.0,anomaly,test,168991
2.34375,54.0,anomaly,test,168992
2.34375,54.0,anomaly,test,168993
2.34375,56.0,anomaly,test,168994
2.34375,56.0,anomaly,test,168995
2.34375,56.0,anomaly,test,168996
-0.78125,55.0,anomaly,test,168997
-0.78125,55.0,anomaly,test,168998
-0.78125,55.0,anomaly,test,168999
-0.78125,55.0,anomaly,test,169000
0.0,59.0,anomaly,test,169001
0.0,59.0,anomaly,test,169002
0.0,59.0,anomaly,test,169003
0.78125,59.0,anomaly,test,169004
0.78125,59.0,anomaly,test,169005
0.78125,59.0,anomaly,test,169006
0.78125,59.0,anomaly,test,169007
-1.5625,59.0,anomaly,test,169008
-1.5625,59.0,anomaly,test,169009
-1.5625,59.0,anomaly,test,169010
-1.5625,59.0,anomaly,test,169011
-5.46875,60.0,anomaly,test,169012
-5.46875,60.0,anomaly,test,169013
-5.46875,60.0,anomaly,test,169014
0.78125,60.0,anomaly,test,169015
0.78125,62.0,anomaly,test,169016
0.78125,62.0,anomaly,test,169017
0.78125,62.0,anomaly,test,169018
0.78125,62.0,anomaly,test,169019
0.78125,62.0,anomaly,test,169020
0.78125,62.0,anomaly,test,169021
0.78125,62.0,anomaly,test,169022
0.78125,65.0,anomaly,test,169023
0.78125,65.0,anomaly,test,169024
0.78125,65.0,anomaly,test,169025
1.5625,65.0,anomaly,test,169026
1.5625,65.0,anomaly,test,169027
1.5625,65.0,anomaly,test,169028
1.5625,65.0,anomaly,test,169029
-0.78125,67.0,anomaly,test,169030
-0.78125,67.0,anomaly,test,169031
-0.78125,67.0,anomaly,test,169032
-0.78125,67.0,anomaly,test,169033
-0.78125,66.0,anomaly,test,169034
-0.78125,66.0,anomaly,test,169035
-0.78125,66.0,anomaly,test,169036
-0.78125,66.0,anomaly,test,169037
3.125,65.0,anomaly,test,169038
3.125,65.0,anomaly,test,169039
3.125,65.0,anomaly,test,169040
3.125,64.0,anomaly,test,169041
3.125,64.0,anomaly,test,169042
3.125,64.0,anomaly,test,169043
3.125,64.0,anomaly,test,169044
3.125,65.0,anomaly,test,169045
3.125,65.0,anomaly,test,169046
3.125,65.0,anomaly,test,169047
3.125,65.0,anomaly,test,169048
3.125,63.0,anomaly,test,169049
3.125,63.0,anomaly,test,169050
3.125,63.0,anomaly,test,169051
1.5625,62.0,anomaly,test,169052
1.5625,62.0,anomaly,test,169053
1.5625,62.0,anomaly,test,169054
1.5625,62.0,anomaly,test,169055
0.78125,62.0,anomaly,test,169056
0.78125,62.0,anomaly,test,169057
0.78125,62.0,anomaly,test,169058
0.78125,62.0,anomaly,test,169059
3.125,62.0,anomaly,test,169060
3.125,62.0,anomaly,test,169061
3.125,62.0,anomaly,test,169062
2.34375,62.0,anomaly,test,169063
2.34375,62.0,anomaly,test,169064
2.34375,62.0,anomaly,test,169065
2.34375,62.0,anomaly,test,169066
2.34375,61.0,anomaly,test,169067
2.34375,61.0,anomaly,test,169068
2.34375,61.0,anomaly,test,169069
2.34375,61.0,anomaly,test,169070
3.125,60.0,anomaly,test,169071
3.125,60.0,anomaly,test,169072
3.125,60.0,anomaly,test,169073
-0.78125,59.0,anomaly,test,169074
-0.78125,59.0,anomaly,test,169075
-0.78125,59.0,anomaly,test,169076
-0.78125,59.0,anomaly,test,169077
-0.78125,57.0,anomaly,test,169078
-0.78125,57.0,anomaly,test,169079
-0.78125,57.0,anomaly,test,169080
-0.78125,57.0,anomaly,test,169081
-0.78125,55.0,anomaly,test,169082
-0.78125,55.0,anomaly,test,169083
-0.78125,55.0,anomaly,test,169084
3.125,55.0,anomaly,test,169085
3.125,54.0,anomaly,test,169086
3.125,54.0,anomaly,test,169087
3.125,54.0,anomaly,test,169088
3.125,52.0,anomaly,test,169089
3.125,52.0,anomaly,test,169090
3.125,52.0,anomaly,test,169091
3.125,52.0,anomaly,test,169092
-0.78125,52.0,anomaly,test,169093
-0.78125,52.0,anomaly,test,169094
-0.78125,52.0,anomaly,test,169095
-0.78125,52.0,anomaly,test,169096
-0.78125,50.0,anomaly,test,169097
-0.78125,50.0,anomaly,test,169098
-0.78125,50.0,anomaly,test,169099
-0.78125,48.0,anomaly,test,169100
-0.78125,48.0,anomaly,test,169101
-0.78125,48.0,anomaly,test,169102
-0.78125,48.0,anomaly,test,169103
-0.78125,45.0,anomaly,test,169104
-0.78125,45.0,anomaly,test,169105
-0.78125,45.0,anomaly,test,169106
-0.78125,45.0,anomaly,test,169107
-0.78125,44.0,anomaly,test,169108
-0.78125,44.0,anomaly,test,169109
-0.78125,44.0,anomaly,test,169110
-0.78125,42.0,anomaly,test,169111
-0.78125,42.0,anomaly,test,169112
-0.78125,42.0,anomaly,test,169113
-0.78125,42.0,anomaly,test,169114
-0.78125,39.0,anomaly,test,169115
-0.78125,39.0,anomaly,test,169116
-0.78125,39.0,anomaly,test,169117
-0.78125,39.0,anomaly,test,169118
-0.78125,34.0,anomaly,test,169119
-0.78125,34.0,anomaly,test,169120
-0.78125,34.0,anomaly,test,169121
-4.6875,33.0,anomaly,test,169122
-4.6875,33.0,anomaly,test,169123
-4.6875,33.0,anomaly,test,169124
-4.6875,33.0,anomaly,test,169125
-3.90625,37.0,anomaly,test,169126
-3.90625,37.0,anomaly,test,169127
-3.90625,37.0,anomaly,test,169128
-2.34375,37.0,anomaly,test,169129
-2.34375,42.0,anomaly,test,169130
-2.34375,42.0,anomaly,test,169131
-2.34375,42.0,anomaly,test,169132
0.0,48.0,anomaly,test,169133
0.0,48.0,anomaly,test,169134
0.0,48.0,anomaly,test,169135
0.0,48.0,anomaly,test,169136
1.5625,50.0,anomaly,test,169137
1.5625,50.0,anomaly,test,169138
1.5625,50.0,anomaly,test,169139
1.5625,50.0,anomaly,test,169140
1.5625,50.0,anomaly,test,169141
1.5625,50.0,anomaly,test,169142
1.5625,50.0,anomaly,test,169143
2.34375,50.0,anomaly,test,169144
2.34375,50.0,anomaly,test,169145
2.34375,50.0,anomaly,test,169146
2.34375,50.0,anomaly,test,169147
2.34375,51.0,anomaly,test,169148
2.34375,51.0,anomaly,test,169149
2.34375,51.0,anomaly,test,169150
2.34375,51.0,anomaly,test,169151
2.34375,52.0,anomaly,test,169152
2.34375,52.0,anomaly,test,169153
2.34375,52.0,anomaly,test,169154
2.34375,54.0,anomaly,test,169155
2.34375,54.0,anomaly,test,169156
2.34375,54.0,anomaly,test,169157
2.34375,54.0,anomaly,test,169158
2.34375,54.0,anomaly,test,169159
2.34375,54.0,anomaly,test,169160
2.34375,54.0,anomaly,test,169161
2.34375,54.0,anomaly,test,169162
2.34375,55.0,anomaly,test,169163
2.34375,55.0,anomaly,test,169164
2.34375,55.0,anomaly,test,169165
2.34375,57.0,anomaly,test,169166
2.34375,57.0,anomaly,test,169167
2.34375,57.0,anomaly,test,169168
2.34375,57.0,anomaly,test,169169
-0.78125,56.0,anomaly,test,169170
-0.78125,56.0,anomaly,test,169171
-0.78125,56.0,anomaly,test,169172
-0.78125,56.0,anomaly,test,169173
3.125,55.0,anomaly,test,169174
3.125,55.0,anomaly,test,169175
3.125,55.0,anomaly,test,169176
3.125,56.0,anomaly,test,169177
3.125,56.0,anomaly,test,169178
3.125,56.0,anomaly,test,169179
3.125,56.0,anomaly,test,169180
3.125,57.0,anomaly,test,169181
3.125,57.0,anomaly,test,169182
3.125,57.0,anomaly,test,169183
3.125,57.0,anomaly,test,169184
3.125,56.0,anomaly,test,169185
3.125,56.0,anomaly,test,169186
3.125,56.0,anomaly,test,169187
3.125,57.0,anomaly,test,169188
3.125,57.0,anomaly,test,169189
3.125,57.0,anomaly,test,169190
3.125,57.0,anomaly,test,169191
3.125,56.0,anomaly,test,169192
3.125,56.0,anomaly,test,169193
3.125,56.0,anomaly,test,169194
3.125,56.0,anomaly,test,169195
3.125,57.0,anomaly,test,169196
3.125,57.0,anomaly,test,169197
3.125,57.0,anomaly,test,169198
2.34375,57.0,anomaly,test,169199
2.34375,57.0,anomaly,test,169200
2.34375,57.0,anomaly,test,169201
2.34375,57.0,anomaly,test,169202
1.5625,59.0,anomaly,test,169203
1.5625,59.0,anomaly,test,169204
1.5625,59.0,anomaly,test,169205
1.5625,59.0,anomaly,test,169206
1.5625,59.0,anomaly,test,169207
1.5625,59.0,anomaly,test,169208
1.5625,59.0,anomaly,test,169209
1.5625,60.0,anomaly,test,169210
1.5625,60.0,anomaly,test,169211
1.5625,60.0,anomaly,test,169212
1.5625,60.0,anomaly,test,169213
3.125,61.0,anomaly,test,169214
3.125,61.0,anomaly,test,169215
3.125,61.0,anomaly,test,169216
3.125,61.0,anomaly,test,169217
2.34375,62.0,anomaly,test,169218
2.34375,62.0,anomaly,test,169219
2.34375,62.0,anomaly,test,169220
2.34375,62.0,anomaly,test,169221
2.34375,62.0,anomaly,test,169222
2.34375,62.0,anomaly,test,169223
2.34375,62.0,anomaly,test,169224
2.34375,61.0,anomaly,test,169225
2.34375,61.0,anomaly,test,169226
2.34375,61.0,anomaly,test,169227
2.34375,61.0,anomaly,test,169228
2.34375,62.0,anomaly,test,169229
2.34375,62.0,anomaly,test,169230
2.34375,62.0,anomaly,test,169231
2.34375,62.0,anomaly,test,169232
2.34375,60.0,anomaly,test,169233
2.34375,60.0,anomaly,test,169234
2.34375,60.0,anomaly,test,169235
1.5625,58.0,anomaly,test,169236
1.5625,58.0,anomaly,test,169237
1.5625,58.0,anomaly,test,169238
1.5625,58.0,anomaly,test,169239
1.5625,56.0,anomaly,test,169240
1.5625,56.0,anomaly,test,169241
1.5625,56.0,anomaly,test,169242
0.0,56.0,anomaly,test,169243
0.0,54.0,anomaly,test,169244
0.0,54.0,anomaly,test,169245
0.0,54.0,anomaly,test,169246
0.0,53.0,anomaly,test,169247
0.0,53.0,anomaly,test,169248
0.0,53.0,anomaly,test,169249
0.0,53.0,anomaly,test,169250
0.0,52.0,anomaly,test,169251
0.0,52.0,anomaly,test,169252
0.0,52.0,anomaly,test,169253
0.0,52.0,anomaly,test,169254
0.0,52.0,anomaly,test,169255
0.0,52.0,anomaly,test,169256
0.0,52.0,anomaly,test,169257
0.78125,54.0,anomaly,test,169258
0.78125,54.0,anomaly,test,169259
0.78125,54.0,anomaly,test,169260
0.78125,54.0,anomaly,test,169261
1.5625,55.0,anomaly,test,169262
1.5625,55.0,anomaly,test,169263
1.5625,55.0,anomaly,test,169264
